opt_id,class_id,prob
202219,1,0.8669601678848267
212552,0,0.0001963973045349121
210768,0,0.0
215400,0,0.0
215930,1,0.8669601678848267
214446,0,0.0
210592,0,0.0
219183,0,0.0
219235,0,0.0
219228,0,0.0
219237,0,0.0
219230,0,0.0
217983,1,0.8669601678848267
219178,0,0.0
219177,0,0.0
219225,0,0.0
219232,0,0.0
220997,0,0.0
220885,0,0.0
215863,0,0.0
216922,0,0.12603545188903809
218208,0,0.0
216928,0,0.0
218004,1,0.9386141896247864
209580,0,9.179115295410156e-06
216924,0,0.0
216923,0,4.172325134277344e-06
209585,0,0.0013226866722106934
209588,0,0.0
209587,0,0.0007781982421875
209897,0,0.16055387258529663
216929,0,4.172325134277344e-06
215929,0,4.172325134277344e-06
209899,0,0.0013226866722106934
209898,0,9.179115295410156e-06
209892,0,0.16055387258529663
209578,0,9.179115295410156e-06
216927,0,4.172325134277344e-06
216925,0,4.172325134277344e-06
215928,0,4.172325134277344e-06
209547,0,0.0
216926,0,4.172325134277344e-06
220764,0,0.0
217994,0,0.0018785595893859863
221232,0,0.0
220760,0,0.0
223185,0,0.0
211805,0,0.0
208838,0,0.0
207985,0,0.0
203539,0,0.0
215555,0,0.0
203907,0,0.0
224596,0,0.0
216690,0,0.0
224485,0,0.09407395124435425
224442,0,5.125999450683594e-06
224445,0,5.125999450683594e-06
203545,0,0.0
224504,0,0.09407395124435425
225875,0,0.0006926059722900391
224436,0,5.125999450683594e-06
224512,1,0.9641980528831482
205178,0,0.0
227529,0,0.0
227582,1,0.8669601678848267
224475,0,0.09407395124435425
224465,0,5.125999450683594e-06
224443,0,5.125999450683594e-06
224456,0,5.125999450683594e-06
207761,0,1.0728836059570312e-06
223709,0,0.0
226055,0,0.0
223850,0,0.0010102391242980957
226776,0,0.0036776065826416016
226891,0,0.0
226580,0,0.0
222896,0,0.0
215867,1,0.8120502233505249
226953,0,5.125999450683594e-06
226956,0,0.0008899569511413574
226779,0,5.125999450683594e-06
228325,0,5.125999450683594e-06
228402,0,5.125999450683594e-06
208836,0,0.0
226952,0,5.125999450683594e-06
216686,0,5.7220458984375e-05
208841,0,0.0
217840,0,0.026702582836151123
226957,1,0.9195009469985962
208459,0,0.0
214179,0,7.152557373046875e-07
220565,0,0.0
226353,1,0.8311576247215271
208801,0,0.0
211802,0,0.0
217022,0,0.0
205842,0,1.7881393432617188e-06
198921,1,0.8669601678848267
211800,0,0.0
225356,0,0.0
209621,0,0.4149564504623413
219904,0,0.011727869510650635
215919,0,0.0
218088,0,0.0
209227,0,0.0
224499,1,0.8669601678848267
212478,0,0.0
216002,0,0.0
201350,0,0.0
226193,0,0.0
179821,1,0.8669601678848267
226998,1,0.8166613578796387
226330,1,0.9409881234169006
224599,1,0.8669601678848267
224401,1,0.9475727081298828
222988,0,0.047218143939971924
226266,0,0.0
212156,0,0.0
227976,0,0.3646770119667053
226267,0,0.0
219911,0,0.007736563682556152
228938,0,0.43502581119537354
225482,1,0.8669601678848267
229035,0,0.0
226265,0,0.0
225792,1,0.8669601678848267
225791,1,0.8669601678848267
228465,0,0.21297293901443481
229563,1,0.8669601678848267
223076,0,0.0
211467,0,0.0
211222,0,0.0
228000,0,3.4570693969726562e-06
227786,0,0.0
198144,0,0.0
227783,0,0.0
208786,0,0.0
207901,0,0.0
211381,0,0.0
230362,1,0.9751189351081848
229725,1,0.8669601678848267
229049,1,0.8669601678848267
216523,0,0.0
207065,0,0.0
219236,0,0.0
183086,0,0.0
199658,0,0.0
226106,0,0.0
197606,0,0.0
184189,0,0.1618557572364807
210509,0,0.0
230317,1,0.7674504518508911
227678,0,0.26013702154159546
227936,0,0.0
230367,0,1.1920928955078125e-07
230431,1,0.9522749185562134
208753,0,0.0
188890,0,0.058857738971710205
198909,0,0.0
185939,0,0.0
203160,1,0.8669601678848267
226561,0,0.0
217373,0,0.0
227704,0,0.0
228884,0,0.0
220931,0,0.0
220936,0,0.0
215356,0,0.0
220965,0,0.0
226127,0,0.0
194375,0,0.0
211206,0,0.33180123567581177
203891,0,0.0
223648,0,0.0
211205,0,0.020614206790924072
211187,0,0.0
226186,0,0.0
216683,0,0.0
228182,0,0.0
182473,0,0.0
228804,0,0.0
230421,0,0.0
214692,0,0.0
217414,0,0.0
230199,0,0.0
230428,0,0.0015463829040527344
224608,0,0.0
224785,0,0.0
188982,0,0.0
211330,0,2.384185791015625e-07
183091,0,0.0
222357,0,0.0
220868,0,0.0
214370,0,2.86102294921875e-06
208716,0,0.0
208425,0,5.0067901611328125e-06
224867,0,0.0
206334,0,0.0
218473,0,0.0
230388,1,0.8669601678848267
186082,0,0.0
223895,0,0.0
221138,1,0.8669601678848267
223637,1,0.8669601678848267
229562,1,0.8669601678848267
206919,0,0.18243926763534546
221417,0,0.25064635276794434
224150,0,0.4511396884918213
227275,0,0.0
229564,1,0.8669601678848267
194808,0,0.0
230302,0,0.0
228236,0,0.0003180503845214844
226190,0,0.0
226334,0,0.0
210649,0,0.0004245638847351074
225167,0,0.1743488907814026
224846,0,0.0
227974,1,0.8669601678848267
230225,1,0.8669601678848267
230234,0,0.0
225501,0,0.0
225753,1,0.8297487497329712
226026,0,0.03541445732116699
224669,0,4.76837158203125e-07
230217,0,0.0
228191,0,0.0
207746,0,0.0
226163,0,0.0
221489,0,0.0
224691,0,0.0
219387,0,0.0
215017,0,0.0
228168,0,0.0
220054,0,0.0
228732,0,3.0994415283203125e-06
229816,0,0.0
228618,0,0.0
225900,0,0.008977055549621582
216159,0,0.0
230414,1,0.8669601678848267
229792,0,0.0
228980,0,0.0
229870,1,0.8669601678848267
229820,1,0.8669601678848267
212274,0,0.0
230266,1,0.8669601678848267
229064,1,0.8669601678848267
221023,0,0.0
230290,1,0.8669601678848267
223845,0,0.0
208984,0,0.0
226202,0,0.0
226199,0,0.0
226820,0,0.0
205324,0,0.0
220902,1,0.9932343363761902
220310,0,0.0
225789,0,0.0
229818,1,0.8669601678848267
229819,1,0.8669601678848267
221971,0,0.0
217146,0,0.0
228755,1,0.9734854698181152
227754,0,0.0
205267,1,0.8669601678848267
227965,0,0.0
156811,0,0.0
227973,0,1.0728836059570312e-06
227971,0,0.0
214719,0,0.0
226804,0,0.0
228194,0,0.0
211235,1,0.8669601678848267
226824,0,0.0
228497,0,0.0
212932,0,0.0
184439,0,0.01590639352798462
225768,0,0.0
228739,0,0.0
225965,0,0.0
228997,1,0.9931319355964661
220477,0,0.00305861234664917
225756,0,3.5762786865234375e-07
223904,0,0.0
220502,0,0.08292227983474731
229074,1,0.8806625008583069
220486,0,0.0
228907,0,0.0
205901,0,0.0
220560,0,0.0
225142,0,0.0
225014,0,0.0
230429,0,0.0
226374,0,0.0
228998,0,0.0022565126419067383
219312,0,0.0
224917,0,0.0
227591,0,0.0
226818,0,2.384185791015625e-06
228500,0,1.4543533325195312e-05
183696,0,0.0
222962,0,0.0
226376,0,0.0
226382,0,7.152557373046875e-07
226384,0,0.0
211219,0,0.0
227222,0,0.0
226814,0,0.0
228981,1,0.8669601678848267
230154,1,0.8669601678848267
230229,1,0.8669601678848267
224856,1,0.8098348379135132
228558,0,0.0
222668,0,0.0
220792,0,0.0
225445,0,0.0
223730,0,0.0
188712,0,0.0
211351,0,0.0
222218,0,0.0
217474,0,0.0003180503845214844
215565,0,0.0
219311,0,0.0
224417,0,0.0
184114,0,0.0
228752,0,0.0
211236,0,0.0
224938,0,0.0
225054,0,2.384185791015625e-07
230249,1,0.8669601678848267
213305,0,0.0
210851,0,0.0
226350,0,0.0
224147,0,0.0
224546,0,0.0
229995,0,0.0
226380,0,0.0
212134,0,0.0001963973045349121
219186,0,6.794929504394531e-06
230425,1,0.8669601678848267
180370,0,0.0
212760,0,0.0
227813,0,0.0
220972,0,0.0
225361,0,0.0
230426,1,0.8669601678848267
196039,1,0.8669601678848267
230232,0,0.0
213311,0,0.0
230186,0,0.05549275875091553
221157,0,0.0
219545,0,0.0
204012,0,0.0
224043,0,0.0003180503845214844
229817,1,0.8669601678848267
220340,1,0.9170543551445007
207954,0,0.0
203536,0,7.152557373046875e-07
230417,0,0.0
224711,1,0.8669601678848267
201002,0,0.0
227802,0,2.2649765014648438e-06
229500,1,0.8963286280632019
224811,0,0.0014113783836364746
207694,0,0.0
216015,0,0.0
230237,0,0.0
210538,1,0.8669601678848267
216687,0,0.0
219270,0,0.0
229093,0,0.0
222294,0,0.0
229872,0,0.0
219584,0,0.0
225017,0,0.0
230233,0,0.0
222908,0,0.0
229781,0,0.0
192811,0,0.0
229591,1,0.8669601678848267
185984,0,0.0
188691,0,0.0
227673,1,0.8669601678848267
214741,0,0.0
226363,0,2.5033950805664062e-06
228528,1,0.9785142540931702
221226,0,5.960464477539062e-07
206012,0,0.01627206802368164
229608,0,0.0
226460,0,0.0
211121,0,1.0728836059570312e-06
220540,0,0.0
224951,0,0.0
230141,0,0.0
230140,0,0.0
230314,1,0.8996774554252625
229598,0,0.0
212813,0,0.0
224572,0,0.0
229987,0,0.0
227533,0,0.0
229604,0,0.0
229782,0,0.0
223174,0,0.0
174143,0,0.0
222512,0,0.03859508037567139
226907,0,0.0
225398,0,0.0
230238,0,0.012078344821929932
225471,0,4.76837158203125e-07
217924,0,0.0
228185,0,9.179115295410156e-06
230313,0,0.0
220504,0,0.0
225714,0,1.7881393432617188e-06
227485,0,0.0
171237,0,0.0
229722,0,0.0
229603,0,0.0
172276,0,0.0
145944,0,0.0
216609,0,0.0
203042,0,0.0
222854,0,0.0011990070343017578
226178,0,0.0
215453,0,0.0
225475,0,1.7881393432617188e-06
230096,0,0.0
230235,0,0.0
217904,0,0.0
207383,0,0.0005148649215698242
230398,1,0.8669601678848267
214382,0,0.0
207405,0,0.0
228505,0,0.0
228501,0,0.0
211229,0,0.0
212269,0,0.0059775710105896
219920,0,0.0
171247,0,0.0
229601,0,4.76837158203125e-07
227226,0,0.0
229977,0,0.0
229730,0,0.0
229600,0,0.0
229605,0,0.0
206920,0,0.0
225715,0,4.76837158203125e-07
225709,0,0.0
218035,0,0.0
230136,0,0.0
229072,0,1.0728836059570312e-06
225518,0,0.0
230187,0,0.308885395526886
224040,0,0.0
188747,0,0.0
230012,0,0.0
230014,0,0.0
223154,0,0.0
223934,0,0.0
217521,0,0.0
224579,0,0.0
221403,0,0.0
224749,0,0.0
230430,0,0.0
226545,0,0.0
204944,0,0.0
227666,0,0.0
212628,0,0.0
220747,0,0.0
211060,0,0.0
228704,0,0.0
230394,0,0.0
226933,0,0.0
230380,0,0.0
188707,0,0.0
205126,0,0.0
216931,0,0.0
224918,0,0.0
224677,1,0.8669601678848267
228842,0,0.0
217372,0,0.0
224920,0,0.0
217850,0,0.0
228499,0,0.0
228700,1,0.8669601678848267
196716,0,0.0
230433,0,0.0
229043,0,0.0
206822,1,0.8669601678848267
200999,0,0.0
224678,0,0.0
197669,0,0.0
214360,0,0.0
226103,0,0.0
210506,0,0.0
230002,1,0.8669601678848267
212574,0,0.0
228646,0,0.19117438793182373
228450,0,0.0
227997,0,0.0
197775,0,0.0
229071,0,0.0
226857,1,0.8669601678848267
225419,0,0.0
226516,1,0.8669601678848267
223153,0,0.0
210973,0,0.19421988725662231
217166,0,0.0
228949,0,0.0
228587,0,0.0
226274,0,0.0
179673,1,0.8669601678848267
225143,0,0.0
215470,0,0.0
208477,0,0.0
216529,0,0.0
217847,0,0.0
216716,0,0.0
218736,1,0.8669601678848267
230006,0,0.0
216827,0,0.0
225439,0,0.0
224720,1,0.978228747844696
227822,0,0.0
219620,0,0.0
217606,0,0.0
227964,0,0.26013702154159546
226035,0,0.037885844707489014
217720,0,0.0
207409,0,2.0265579223632812e-05
185669,0,0.0
223843,0,0.0
223700,0,0.0
228974,1,0.8669601678848267
230110,0,4.76837158203125e-07
225995,0,0.0
222546,0,0.0
224402,0,0.0
223466,0,0.0
207329,0,0.0
224945,0,0.0
186599,0,0.0
210658,0,0.0
222464,0,0.0
206724,0,0.0
172640,0,0.0
219915,0,0.0
229589,0,0.0
212682,0,0.0
224729,0,0.0
206869,0,0.0
227665,0,0.14319157600402832
230024,1,0.8669601678848267
207708,0,0.0
220068,0,0.0
224455,0,0.0
227843,0,0.0
207488,0,0.0
205764,0,0.0
222634,0,0.0
226640,0,0.0
226416,0,0.0
205342,1,0.8669601678848267
228682,0,0.0
225150,0,0.0
225156,0,0.0
226443,0,5.960464477539062e-07
223052,1,0.8669601678848267
212744,0,0.0
222302,0,0.0013483166694641113
228172,0,0.0
191934,1,0.8669601678848267
226395,0,0.0
226392,0,0.0
227927,0,0.0
226390,0,0.0
227930,0,0.0
203881,0,0.0
210846,0,0.0
226366,0,0.0003180503845214844
220852,0,0.0
229592,1,0.8669601678848267
215948,0,0.0
201311,0,0.0
214588,0,0.0
197582,0,0.0
229556,0,0.0
222701,0,0.0
228410,0,0.0
197581,0,0.0
211139,0,0.0
227721,0,0.0
229769,0,0.0
222721,0,0.4575875401496887
229060,0,0.0
230368,0,0.0
229989,1,0.8669601678848267
226916,0,0.0
214362,0,0.0
223062,0,0.0
180986,0,0.0
203869,0,0.0
215437,0,0.0
226028,0,0.0
214526,0,0.0
221568,0,0.2679048180580139
197534,0,0.0
229545,0,0.0
229549,0,0.0
228163,0,0.0
212761,0,0.0
219258,0,0.0
205907,0,0.0
229594,0,0.0
214516,0,0.0
210972,0,0.0
229976,0,0.0
229567,0,0.0
225057,0,0.3046298027038574
228453,0,0.0
191071,0,0.0
230165,1,0.8669601678848267
215900,0,0.0
226611,0,0.0
227814,0,0.0
185068,0,0.0
206685,0,0.0
227935,0,0.0
221422,0,0.0
211232,1,0.8669601678848267
216840,0,0.0
224460,0,0.0
230103,0,0.0
213998,0,0.0
185742,0,0.0
222938,0,0.0
213104,0,0.0
214654,0,1.1920928955078125e-07
217783,0,0.0
214400,0,0.0
216607,0,0.0
228580,0,0.0
228960,1,0.9682400226593018
224324,0,0.0
229046,0,0.0
217842,0,0.0
217140,0,0.002111971378326416
211476,0,0.0
228613,0,0.0
227461,0,0.0
224582,0,0.0
228852,0,0.0
228847,0,0.0
225764,0,0.0
221010,0,0.0
230408,0,0.0
224683,0,0.0
229548,0,0.0
206716,1,0.8669601678848267
214598,0,0.0
225508,0,0.0
227667,0,0.0
217829,0,0.0
230008,0,0.0
225795,0,0.0
226086,0,0.0
224986,1,0.8669601678848267
184113,0,0.0
186508,0,0.0
214632,0,0.0
229082,0,0.0
226166,0,0.0
225107,0,0.0
214131,0,0.0
229559,0,0.0
218185,0,0.0
217075,0,0.0
214642,0,0.0
207319,0,0.0
214515,0,0.0
219600,0,0.0
228854,0,0.0
175879,0,0.0
215023,0,0.0
226213,0,0.0
225706,0,0.0
214399,0,0.0
227804,0,0.0
215099,0,0.0
225056,0,0.0
223595,1,0.8669601678848267
218786,0,0.0
214880,0,0.0
217662,0,0.3046298027038574
228753,1,0.8669601678848267
226184,0,0.0
217366,0,0.0
211204,0,8.344650268554688e-07
221506,0,0.0
228188,0,0.0
207476,0,0.0
217379,0,0.0
205900,0,0.0
230220,1,0.8669601678848267
224416,0,0.0
230138,1,0.8669601678848267
221521,0,0.0
214019,0,0.0
214742,0,0.0
225472,0,0.0
205904,0,0.0
229984,0,0.0
223416,0,0.0
230305,0,4.76837158203125e-07
217946,0,0.0
222545,0,0.0
206820,0,0.0
221596,0,0.0
228718,0,0.0
214737,0,0.0
204839,1,0.8669601678848267
171250,0,0.0
176714,0,1.4781951904296875e-05
229815,0,0.0
226058,0,0.0
219692,1,0.958712637424469
196349,0,0.0
202251,0,0.0
215727,0,0.0
221024,0,0.0
222841,1,0.8669601678848267
217534,0,0.0
228180,0,0.030576109886169434
215393,0,0.0
203915,0,0.0
227000,0,0.0
229615,0,0.0
223155,0,0.0
192759,0,0.0
183015,0,9.5367431640625e-07
212132,0,0.0
219577,0,0.0
228889,1,0.8669601678848267
214352,0,0.0
194464,0,2.384185791015625e-06
219649,0,0.0
206828,0,0.0
230366,0,0.0
184188,0,0.0
230226,1,0.8669601678848267
230315,0,0.308885395526886
226858,1,0.8669601678848267
225159,0,0.0
207553,0,0.0
219313,0,0.0
202212,0,0.0
223530,0,0.0
221580,0,0.0
207756,0,0.0
225906,0,0.0
214184,0,0.0
225395,0,0.0
221582,0,0.0
219774,0,0.0
226451,0,0.0
215359,0,0.0
225393,0,0.0
226823,0,0.0
191699,0,0.0
215090,0,0.0
217374,0,0.0
189783,0,0.0
188748,0,0.0
230405,0,0.0
220698,0,0.0
225124,0,0.0
163306,0,0.0
170861,0,0.0
226358,0,0.0
222437,0,0.0
200200,0,0.0
226815,1,0.8669601678848267
198106,0,0.0
226175,0,0.0
225453,0,0.0
224151,0,0.0
214026,0,0.0
224697,0,0.0
222282,0,0.0
225145,0,0.0
222424,0,0.0
221569,0,0.0
226459,1,0.9365587830543518
176713,0,1.1920928955078125e-07
222572,0,0.0
226164,0,0.0
229058,0,0.0
221558,0,0.0
226413,0,0.0
226173,0,0.0
226499,0,2.384185791015625e-07
223096,0,0.0
222409,0,0.0
229727,0,0.0
221594,0,0.0
217718,0,0.0
224916,0,0.0
215092,0,0.0
226394,0,0.0
222939,0,0.0
230194,1,0.8669601678848267
226810,0,0.0
223415,0,0.0
210834,0,0.0
210839,0,0.0
227846,0,0.0
216718,0,0.0
209812,0,0.0
226172,0,1.7642974853515625e-05
228805,0,0.0
211230,0,0.0
226179,0,0.0
228480,0,0.0
230227,1,0.8669601678848267
198594,0,0.0
209742,0,0.0
202213,0,0.0
218220,1,0.8669601678848267
212502,0,0.0
216992,0,0.0
218179,0,0.0
200023,0,0.0
214363,0,0.0
200222,0,0.0
222521,0,0.0
215922,0,0.0
203046,0,0.0
229466,0,0.0
226168,0,0.0
222553,0,0.0
220534,0,0.0
222367,0,0.0
225421,0,0.0
208399,0,0.0
228925,0,0.0
225987,0,0.0
226282,0,0.0
207604,0,0.0
217660,0,0.0
212050,0,0.0
224944,0,0.0
211804,0,0.0
226079,0,9.5367431640625e-07
148129,0,0.0
226170,0,0.0
222542,0,0.0
222543,0,0.0
213992,0,0.0
217369,0,0.0
210990,0,0.0
221556,0,0.0
222411,0,0.0
226121,0,0.0
212788,0,0.0
226181,0,0.0
188907,0,0.0
226608,0,0.0
215108,0,0.0
226122,0,0.0
221555,0,0.0
203616,0,0.0
223097,0,0.0
217292,0,0.0
205928,0,0.04352247714996338
208869,1,0.963191568851471
223496,1,0.8669601678848267
222407,0,0.0
217368,0,0.0
212754,0,0.0
221560,0,0.0
227871,0,0.0
215360,0,0.0
202365,0,0.0
195031,0,0.0
226821,0,0.0
218121,0,0.0
227647,0,0.0
223064,0,0.0
221141,0,0.0
217659,0,0.0
221480,1,0.8669601678848267
225384,0,0.0
223408,0,0.0
229580,0,0.0
217602,0,9.143352508544922e-05
211221,1,0.8669601678848267
220308,0,0.0
189095,0,0.0
226494,0,0.0
220471,0,2.384185791015625e-07
229052,0,0.0
215395,0,0.0
226507,0,0.0
215361,0,0.0
227642,0,0.0
202214,0,0.0
203892,0,0.0
223933,0,0.0
230173,1,0.8669601678848267
195919,1,0.8669601678848267
189333,0,0.0
229711,0,0.0
224746,0,0.0
225420,0,0.0
225423,0,0.0
222573,1,0.8669601678848267
225956,0,0.0
222400,0,0.0
210700,0,0.0
200872,0,0.0
180613,0,0.0
229590,0,0.0
229838,1,0.8669601678848267
223703,0,0.0
217714,0,0.0
210648,0,0.0
209724,0,0.0
225100,0,0.0
225417,0,0.0
215742,0,0.0
195025,0,0.0
195026,0,0.0
228184,0,0.0
195027,0,0.0
230365,1,0.8669601678848267
187513,0,0.0
214030,0,0.0
216796,0,0.3046298027038574
207472,0,0.0
224180,0,0.0
198768,0,0.0
215780,0,0.0
215097,0,0.0
223533,0,0.0
223537,0,0.0
207540,0,0.0
223120,0,0.0
223128,0,0.0
217370,0,0.0
226569,0,0.0
223127,0,0.0
222544,0,0.0
213986,0,0.0
229076,1,0.8669601678848267
226800,0,0.0
206713,1,0.8669601678848267
206335,0,0.0
159574,0,0.0
195024,0,0.0
215091,0,0.0
226572,0,0.0
224415,0,0.0
195030,0,0.0
229801,0,0.0
228711,0,0.0
147202,0,0.0
221012,0,0.0
223048,0,0.0
215114,0,0.0
215392,0,0.0
219731,0,0.0
225408,0,0.0
222286,0,2.86102294921875e-05
225404,0,0.0
229852,1,0.8669601678848267
223103,0,0.0
214643,0,0.0
229778,0,0.0
205765,0,0.0
213983,0,0.0
214633,0,0.0
221602,0,0.0
212503,1,0.8669601678848267
228257,1,0.8669601678848267
215960,1,0.8669601678848267
229779,0,0.0
219910,0,0.0
228604,0,0.0
228793,0,0.0
228519,0,0.0
209870,0,0.0
162725,0,0.0
229038,0,0.0
214520,0,0.0
225003,0,0.0
228560,0,0.0
228790,0,0.0
186028,0,0.0
215105,0,0.0
199812,0,0.0
215358,0,0.0
229042,0,0.0
229032,0,0.0
229693,0,0.0
225416,0,0.0
229851,1,0.8669601678848267
225930,0,0.0
219645,0,0.0
229030,0,0.0
229568,1,0.8669601678848267
229784,1,0.8669601678848267
228164,0,0.0
193319,0,0.0
225006,0,0.0
230098,0,0.0
228782,0,0.0
217787,0,0.0
206687,0,0.0
230327,0,0.0
223085,0,0.0
201566,0,0.0
227188,0,0.0
225413,0,0.0
228165,0,0.0
224357,0,0.0
228591,0,0.0
228589,0,0.0
226625,0,0.0
208986,0,0.0
221011,0,0.0
216652,0,0.0
222843,0,0.0
228210,0,0.0
210848,0,0.0
224704,0,0.0
173842,0,0.0
226508,0,0.0
173661,0,0.0
227618,0,0.0
229695,0,0.0
211633,0,0.0
222656,0,0.0
229588,0,0.0
189699,0,0.0
227917,0,0.0
226057,0,0.0
224331,0,0.0
225793,0,0.0
168861,1,0.8669601678848267
215235,1,0.8669601678848267
226040,0,0.0
216653,0,0.0
229889,0,0.0
207066,0,0.0
163485,0,0.0
229018,0,0.0
229780,0,0.0
152427,0,0.0
223702,0,0.0
202956,0,0.0
224330,0,0.0
203240,0,0.0
210842,0,0.0
223646,0,0.0
223701,0,0.0
210849,0,0.0
212780,0,0.0
226505,0,0.0
222700,0,0.0
222693,0,0.0
227934,0,0.0
222778,0,0.0
227933,0,0.0
228919,0,0.0
227543,0,0.0
229526,0,0.0
229016,0,0.0
206331,0,0.0
228223,0,0.0
229783,0,0.0
229892,0,0.0
226056,0,0.0
206846,0,0.0
208840,0,0.0
229019,0,0.0
188746,0,0.0
226191,0,0.0
197580,0,0.0
224409,0,0.0
206338,0,0.0
